,No,SO2,NO2,CO,O3,PRES,RAIN,wd,WSPM,AQI Label
15703,15704,13.0,26.0,800.0,28.03751325360704,1025.0,0.0,N,2.1,Severely Polluted
15704,15705,14.0,26.0,600.0,30.280475012981885,1030.0,0.0,NW,5.2,Severely Polluted
15705,15706,18.0,27.0,600.0,31.36183399783095,1027.0,0.0,NNW,3.3,Severely Polluted
15706,15707,10.0,22.0,400.0,37.89032703008923,1026.0,0.0,NNW,5.7,Severely Polluted
15707,15708,6.0,18.0,300.0,43.168157397168294,1030.0,0.0,NNW,4.0,Heavily Polluted
15708,15709,6.0,16.0,300.0,45.960138238831966,1031.0,0.0,NNW,8.4,Heavily Polluted
15709,15710,4.0,14.0,300.0,46.15414076932738,1021.7,0.0,N,5.7,Heavily Polluted
15710,15711,3.0,13.0,300.0,43.01953974334068,1027.0,0.0,N,7.6,Heavily Polluted
15711,15712,3.0,12.0,300.0,41.691968329737946,1028.0,0.0,NNW,3.7,Heavily Polluted
15712,15713,3.0,12.0,300.0,41.429619117137754,1028.0,0.0,N,6.3,Heavily Polluted
15713,15714,4.0,13.0,300.0,36.47243311398084,1024.0,0.0,NNW,4.3,Heavily Polluted
15714,15715,4.0,14.0,300.0,35.339835334390884,1029.0,0.0,N,3.7,Heavily Polluted
15715,15716,3.0,12.0,300.0,37.45347729680013,1026.0,0.0,NNW,5.4,Heavily Polluted
15716,15717,5.0,11.0,300.0,35.82625811284138,1028.0,0.0,N,4.5,Heavily Polluted
15717,15718,8.0,12.0,300.0,35.951031142340085,1022.0,0.0,N,4.8,Heavily Polluted
15718,15719,9.0,10.0,300.0,37.228094445242654,1023.0,0.0,NNW,1.7,Heavily Polluted
15719,15720,8.0,10.0,300.0,37.28218759153214,1027.0,0.0,N,2.3,Heavily Polluted
15720,15721,8.0,8.0,200.0,38.88361105707746,1024.0,0.0,NNW,4.6,Lightly Polluted
15721,15722,6.0,6.0,200.0,40.51702379390533,1027.0,0.0,NNW,3.6,Lightly Polluted
15722,15723,-1.0,6.0,300.0,39.9587006261693,1022.0,0.0,NNW,3.6,Heavily Polluted
15723,15724,16.0,6.0,300.0,38.96653818084622,1021.0,0.0,NNW,3.8,Heavily Polluted
15724,15725,10.0,8.0,300.0,-1.0,1021.0,0.0,NNW,4.0,Heavily Polluted
15725,15726,6.0,14.0,400.0,33.14693712747738,1018.0,0.0,NW,2.7,Severely Polluted
15726,15727,5.0,12.0,400.0,33.97014054856823,1021.0,0.0,NW,3.2,Severely Polluted
15727,15728,7.0,14.0,300.0,32.68107568068707,1016.0,0.0,NNW,2.7,Heavily Polluted
15728,15729,5.0,19.0,300.0,29.457405779947457,1017.0,0.0,NW,5.7,Heavily Polluted
15729,15730,7.0,23.0,400.0,25.815455567266174,1018.0,0.0,NW,3.6,Severely Polluted
15730,15731,6.0,20.0,400.0,29.33786469713879,1021.0,0.0,NNW,4.6,Severely Polluted
15731,15732,7.0,21.0,400.0,30.503429776771863,1019.0,0.0,NNW,6.4,Severely Polluted
15732,15733,11.0,20.0,400.0,33.11491927686706,1018.0,0.0,NW,5.2,Severely Polluted
15733,15734,12.0,19.0,400.0,34.772292046092105,1022.0,0.0,N,6.5,Severely Polluted
15734,15735,11.0,18.0,400.0,36.08591081403853,1018.0,0.0,NW,6.1,Severely Polluted
15735,15736,9.0,16.0,400.0,37.94972246350996,1021.0,0.0,N,4.5,Severely Polluted
15736,15737,7.0,17.0,400.0,37.230348174050796,1018.0,0.0,N,3.5,Severely Polluted
15737,15738,6.0,18.0,400.0,36.32082775516837,1018.0,0.0,N,5.1,Severely Polluted
15738,15739,7.0,22.0,400.0,30.882400890407588,1016.0,0.0,NNW,3.9,Severely Polluted
15739,15740,9.0,23.0,400.0,33.268363244694605,1020.0,0.0,NNW,6.3,Severely Polluted
15740,15741,5.0,17.0,400.0,35.642625905656764,1018.0,0.0,NNW,4.0,Severely Polluted
15741,15742,11.0,15.0,300.0,37.4357568835855,1017.0,0.0,NNW,5.5,Heavily Polluted
15742,15743,12.0,14.0,300.0,37.20957395466493,1020.0,0.0,NNW,4.9,Heavily Polluted
15743,15744,13.0,14.0,300.0,38.2030351024833,1016.0,0.0,N,4.0,Heavily Polluted
15744,15745,13.0,15.0,400.0,36.959079468623464,1020.0,0.0,NNW,3.7,Severely Polluted
15745,15746,6.0,11.0,300.0,42.18188069139531,1017.0,0.0,NNW,4.1,Heavily Polluted
15746,15747,4.0,14.0,400.0,39.10124461335858,1018.0,0.0,NNE,1.0,Severely Polluted
15747,15748,10.0,41.0,700.0,15.42008211709474,1018.0,0.0,SW,2.7,Severely Polluted
15748,15749,16.0,49.0,800.0,7.473338437687641,1018.0,0.0,SSW,1.9,Severely Polluted
15749,15750,20.0,53.0,1100.0,2.9936851863987215,1017.0,0.0,S,1.5,Severely Polluted
15750,15751,22.0,54.0,1200.0,1.9171441558665747,1017.0,0.0,S,1.0,Severely Polluted
15751,15752,27.0,59.0,1300.0,1.9572496405964044,1019.0,0.0,SW,1.4,Severely Polluted
15752,15753,36.0,64.0,1800.0,1.7909673861440893,1015.0,0.0,W,0.9,Severely Polluted
15753,15754,41.0,67.0,2100.0,1.6408370854747854,1020.0,0.0,WSW,1.3,Severely Polluted
15754,15755,-1.0,-1.0,-1.0,-1.0,1021.0,0.0,W,1.0,Lightly Polluted
15755,15756,-1.0,-1.0,-1.0,-1.0,1017.0,0.0,ENE,1.5,Slightly Polluted
15756,15757,-1.0,78.0,2100.0,1.8120760569626904,1019.0,0.0,ENE,0.9,Severely Polluted
15757,15758,36.0,82.0,-1.0,3.738258458085835,1021.8,0.0,WSW,1.3,Slightly Polluted
15758,15759,39.0,86.0,1800.0,-1.0,1016.0,0.0,WSW,2.2,Severely Polluted
15759,15760,31.0,-1.0,1500.0,14.395610519485277,1020.0,0.0,SW,1.9,Severely Polluted
15760,15761,23.0,75.0,1300.0,12.422372967371327,1018.0,0.0,SSW,1.8,Severely Polluted
15761,15762,28.0,86.0,1400.0,2.808603329656817,1016.0,0.0,SW,1.1,Severely Polluted
15762,15763,39.0,95.0,1800.0,2.307798118185539,1016.0,0.0,WNW,0.5,Severely Polluted
15763,15764,45.0,100.0,2200.0,1.656273319294442,1016.0,0.0,NE,1.5,Severely Polluted
15764,15765,63.0,105.0,3400.0,2.1844423539239592,1021.0,0.0,NE,1.4,Severely Polluted
15765,15766,62.0,101.0,3200.0,2.286599962105551,1019.0,0.0,NE,1.2,Severely Polluted
15766,15767,70.0,99.0,3400.0,1.6851297386235875,1023.0,0.0,ENE,0.8,Severely Polluted
15767,15768,72.0,100.0,3400.0,2.231921051839213,1022.0,0.0,NE,0.4,Severely Polluted
15768,15769,66.0,99.0,3300.0,2.4010797600227884,1023.0,0.0,ENE,1.1,Severely Polluted
15769,15770,55.0,99.0,3800.0,1.761475525177778,1020.0,0.0,NNE,0.7,Severely Polluted
15770,15771,-1.0,103.0,5000.0,1.6287543016570103,1020.0,0.0,NE,0.8,Severely Polluted
15771,15772,73.0,109.0,6500.0,2.458651917958923,1021.0,0.0,NE,0.8,Severely Polluted
15772,15773,70.0,106.0,6900.0,-1.0,1018.0,0.0,NE,1.5,Severely Polluted
15773,15774,74.0,108.0,6800.0,5.199688621556119,1017.0,0.0,ENE,0.5,Severely Polluted
15774,15775,71.0,104.0,6900.0,4.255660266593593,1017.0,0.0,NE,1.0,Severely Polluted
15775,15776,75.0,96.0,6700.0,2.687211024906989,1021.0,0.0,ENE,0.8,Severely Polluted
15776,15777,73.0,93.0,6600.0,1.9812753312114229,1022.0,0.0,ENE,0.9,Severely Polluted
15777,15778,84.0,97.0,7100.0,2.0724160827572886,1023.0,0.0,ENE,1.1,Severely Polluted
15778,15779,102.0,91.0,5500.0,2.13390436767631,1022.0,0.0,NE,2.0,Severely Polluted
15779,15780,103.0,84.0,4600.0,2.4565649397359604,1023.0,0.0,NE,2.4,Severely Polluted
15780,15781,98.0,85.0,4200.0,1.8233484089901921,1025.0,0.0,ENE,1.1,Severely Polluted
15781,15782,95.0,87.0,3900.0,2.125474230288289,1021.9,0.0,NE,1.7,Severely Polluted
15782,15783,88.0,90.0,3800.0,1.7380876089411283,1024.0,0.0,E,1.2,Severely Polluted
15783,15784,83.0,99.0,3600.0,2.0302325549898663,1022.0,0.0,ESE,1.5,Severely Polluted
15784,15785,77.0,99.0,3400.0,2.237646846533729,1025.0,0.0,S,0.8,Severely Polluted
15785,15786,78.0,104.0,3700.0,1.7823625838520223,1027.0,0.0,NE,1.0,Severely Polluted
15786,15787,71.0,101.0,4000.0,1.5609188709493522,1023.0,0.0,NE,1.5,Severely Polluted
15787,15788,68.0,100.0,4400.0,1.5108271015853325,1024.0,0.0,NW,0.6,Severely Polluted
15788,15789,68.0,99.0,4700.0,2.4743850582320315,1029.0,0.0,N,0.6,Severely Polluted
15789,15790,66.0,101.0,4500.0,2.399614601657237,1028.0,0.0,N,0.9,Severely Polluted
15790,15791,-1.0,-1.0,-1.0,-1.0,1028.0,0.0,NNE,1.7,Severely Polluted
15791,15792,-1.0,-1.0,-1.0,-1.0,1025.0,0.0,ENE,0.9,Severely Polluted
15792,15793,-1.0,-1.0,-1.0,-1.0,1026.0,0.0,NE,0.7,Severely Polluted
15793,15794,-1.0,-1.0,-1.0,-1.0,1025.0,0.0,NNE,1.0,Severely Polluted
15794,15795,-1.0,-1.0,-1.0,-1.0,1030.0,0.0,ENE,0.9,Severely Polluted
15795,15796,-1.0,-1.0,-1.0,-1.0,1025.0,0.0,ENE,1.1,Severely Polluted
15796,15797,57.0,97.0,5400.0,1.9852468691957004,1024.0,0.0,NNE,0.4,Severely Polluted
15797,15798,58.0,93.0,3800.0,2.4559188942956593,1028.0,0.0,NNE,1.1,Severely Polluted
15798,15799,32.0,57.0,1600.0,12.424901959603382,1025.0,0.0,NNW,2.0,Severely Polluted
15799,15800,21.0,27.0,700.0,34.98907444590255,1026.0,0.0,NE,3.0,Severely Polluted
15800,15801,21.0,34.0,600.0,29.61472903266817,1024.0,0.0,NE,2.4,Severely Polluted
15801,15802,21.0,34.0,600.0,30.54039301712795,1023.0,0.0,NNW,5.2,Severely Polluted
15802,15803,13.0,26.0,400.0,43.45021766043521,1024.0,0.0,NNW,4.3,Severely Polluted
15803,15804,11.0,22.0,400.0,46.15753539868561,1025.0,0.0,N,4.4,Severely Polluted
15804,15805,8.0,17.0,300.0,47.7242905854443,1023.0,0.0,N,5.9,Heavily Polluted
15805,15806,10.0,17.0,300.0,45.9065366267423,1025.0,0.0,N,5.4,Heavily Polluted
15806,15807,9.0,20.0,300.0,43.871861320446754,1026.0,0.0,N,6.1,Heavily Polluted
15807,15808,6.0,20.0,300.0,45.51929892807283,1027.0,0.0,N,4.4,Heavily Polluted
15808,15809,6.0,20.0,300.0,45.82293872834096,1027.0,0.0,N,5.3,Heavily Polluted
15809,15810,5.0,21.0,300.0,44.40142098325824,1023.0,0.0,N,4.8,Heavily Polluted
15810,15811,6.0,27.0,400.0,32.219979278602736,1026.0,0.0,NNE,2.2,Severely Polluted
15811,15812,5.0,35.0,500.0,22.777330532832696,1023.0,0.0,NNE,3.4,Severely Polluted
15812,15813,7.0,37.0,500.0,20.494807242119997,1023.0,0.0,NE,2.1,Severely Polluted
15813,15814,11.0,43.0,600.0,11.862454560454168,1025.0,0.0,NE,2.5,Severely Polluted
15814,15815,10.0,38.0,500.0,15.468528009558826,1027.0,0.0,NNW,3.0,Severely Polluted
15815,15816,6.0,23.0,400.0,26.44001064866263,1027.0,0.0,NNW,2.5,Severely Polluted
15816,15817,7.0,20.0,400.0,27.35467835751031,1023.0,0.0,NNW,1.9,Severely Polluted
15817,15818,11.0,20.0,400.0,26.925664884453145,1028.0,0.0,NNW,1.1,Severely Polluted
15818,15819,-1.0,18.0,400.0,29.394623226540443,1027.0,0.0,NNW,2.4,Severely Polluted
15819,15820,15.0,21.0,500.0,25.44201063338736,1028.0,0.0,NNW,2.0,Severely Polluted
15820,15821,12.0,24.0,400.0,-1.0,1024.0,0.0,NNW,1.7,Severely Polluted
15821,15822,10.0,29.0,500.0,15.016682024281325,1028.0,0.0,NNW,2.2,Severely Polluted
15822,15823,18.0,39.0,600.0,3.2420834667102496,1027.0,0.0,N,0.8,Severely Polluted
15823,15824,20.0,50.0,700.0,1.5302903190536732,1026.0,0.0,N,0.0,Severely Polluted
15824,15825,19.0,53.0,800.0,1.5808858193995592,1025.0,0.0,ENE,0.8,Severely Polluted
15825,15826,21.0,55.0,1200.0,2.3225658762246297,1026.0,0.0,ENE,0.8,Severely Polluted
15826,15827,22.0,47.0,900.0,5.93326327780642,1029.0,0.0,NE,1.6,Severely Polluted
15827,15828,32.0,50.0,1100.0,7.349419079647622,1025.0,0.0,SE,0.5,Severely Polluted
15828,15829,22.0,41.0,800.0,15.409265418414693,1024.0,0.0,ENE,1.1,Severely Polluted
15829,15830,11.0,29.0,600.0,27.77598715475579,1023.2,0.0,NNW,2.2,Severely Polluted
15830,15831,9.0,19.0,400.0,35.98429656788837,1026.0,0.0,NW,2.6,Severely Polluted
15831,15832,8.0,20.0,400.0,33.853999395707866,1025.0,0.0,NNW,3.4,Severely Polluted
15832,15833,9.0,23.0,400.0,30.334311769629,1028.0,0.0,NW,3.6,Severely Polluted
15833,15834,8.0,27.0,500.0,27.049304553399484,1024.0,0.0,NW,3.2,Severely Polluted
15834,15835,11.0,32.0,500.0,22.97399094628858,1024.0,0.0,NW,2.9,Severely Polluted
15835,15836,13.0,27.0,600.0,25.54374670173795,1025.0,0.0,NW,2.7,Severely Polluted
15836,15837,8.0,24.0,500.0,25.226482879666783,1027.0,0.0,NNW,2.4,Severely Polluted
15837,15838,5.0,19.0,400.0,29.160120704196235,1023.0,0.0,NW,4.6,Severely Polluted
15838,15839,4.0,22.0,400.0,28.919517841671688,1024.0,0.0,NNW,3.2,Severely Polluted
15839,15840,3.0,20.0,300.0,30.042305223121783,1028.0,0.0,N,4.4,Heavily Polluted
15840,15841,5.0,18.0,300.0,30.054088497118315,1027.0,0.0,NNW,3.4,Heavily Polluted
15841,15842,4.0,15.0,300.0,30.83790265607677,1022.0,0.0,N,3.0,Heavily Polluted
15842,15843,7.0,14.0,300.0,29.87532603776539,1026.0,0.0,NNW,4.0,Heavily Polluted
15843,15844,9.0,14.0,300.0,30.086563706440817,1022.0,0.0,N,2.7,Heavily Polluted
15844,15845,8.0,12.0,300.0,31.13599139328859,1023.0,0.0,NE,2.0,Heavily Polluted
15845,15846,6.0,11.0,300.0,31.753579840780787,1025.0,0.0,NNW,2.8,Heavily Polluted
15846,15847,7.0,12.0,300.0,31.82222241189197,1020.0,0.0,NNW,3.1,Heavily Polluted
15847,15848,6.0,17.0,300.0,28.27554739058606,1023.0,0.0,NNW,1.9,Heavily Polluted
15848,15849,4.0,20.0,300.0,26.49194614054233,1021.0,0.0,NW,2.7,Heavily Polluted
15849,15850,6.0,28.0,500.0,18.75969115477143,1025.0,0.0,W,2.8,Severely Polluted
15850,15851,12.0,41.0,700.0,10.852945707723624,1023.0,0.0,NNE,0.7,Severely Polluted
15851,15852,19.0,51.0,900.0,6.56474377012416,1021.0,0.0,NNW,3.4,Severely Polluted
15852,15853,9.0,28.0,600.0,29.347312348490128,1017.0,0.0,WSW,1.4,Severely Polluted
15853,15854,9.0,25.0,500.0,32.157211666508154,1020.4,0.0,W,2.8,Severely Polluted
15854,15855,14.0,36.0,700.0,26.26160146325468,1016.0,0.0,N,3.9,Severely Polluted
15855,15856,10.0,24.0,500.0,32.735568812191566,1019.0,0.0,NNW,3.6,Severely Polluted
15856,15857,11.0,32.0,500.0,26.70036803349332,1017.0,0.0,NNW,2.2,Severely Polluted
15857,15858,13.0,41.0,700.0,16.84238139358437,1020.0,0.0,WSW,1.4,Severely Polluted
15858,15859,16.0,63.0,1000.0,1.5793392157689103,1015.0,0.0,WSW,2.2,Severely Polluted
15859,15860,18.0,71.0,1100.0,1.6394042691192903,1019.0,0.0,SW,2.1,Severely Polluted
15860,15861,22.0,75.0,1200.0,2.252197052303625,1017.0,0.0,SW,1.4,Severely Polluted
15861,15862,27.0,75.0,1400.0,1.6990554484714337,1014.0,0.0,SW,2.2,Severely Polluted
15862,15863,28.0,75.0,1400.0,2.007346855180691,1016.0,0.0,WSW,1.0,Severely Polluted
15863,15864,27.0,76.0,1400.0,1.9176287012658766,1017.0,0.0,W,1.3,Severely Polluted
15864,15865,29.0,77.0,1400.0,2.4897721515222146,1014.0,0.0,SW,0.7,Severely Polluted
15865,15866,29.0,78.0,1600.0,2.3126544518052796,1016.0,0.0,SSE,1.1,Severely Polluted
15866,15867,-1.0,82.0,2300.0,1.6316081116761283,1016.0,0.0,SW,0.9,Severely Polluted
15867,15868,42.0,80.0,2300.0,2.0910190672184963,1016.0,0.0,SSE,0.9,Severely Polluted
15868,15869,42.0,78.0,2600.0,-1.0,1016.0,0.0,NW,1.2,Severely Polluted
15869,15870,58.0,82.0,2700.0,1.6548701805269355,1013.0,0.0,SW,1.4,Severely Polluted
15870,15871,61.0,73.0,2800.0,1.889191272287586,1018.0,0.0,NW,1.3,Severely Polluted
15871,15872,58.0,77.0,3200.0,2.108419267969735,1014.0,0.0,WNW,0.6,Severely Polluted
15872,15873,54.0,83.0,4300.0,1.5554290595057245,1016.0,0.0,NW,1.0,Severely Polluted
15873,15874,55.0,92.0,5400.0,2.417139048322323,1019.0,0.0,N,0.4,Severely Polluted
15874,15875,59.0,106.0,5200.0,2.445212946891859,1018.0,0.0,E,0.7,Severely Polluted
15875,15876,47.0,108.0,3500.0,1.620081074393953,1015.0,0.0,ESE,1.7,Severely Polluted
15876,15877,35.0,95.0,2200.0,1.529155983920881,1015.0,0.0,ENE,1.7,Severely Polluted
15877,15878,28.0,88.0,1800.0,5.13018740261382,1012.0,0.0,WSW,0.7,Severely Polluted
15878,15879,33.0,111.0,2300.0,4.622979305234905,1014.0,0.0,SW,1.3,Severely Polluted
15879,15880,30.0,103.0,1800.0,11.578152408968794,1016.0,0.0,WSW,2.9,Severely Polluted
15880,15881,17.0,68.0,1100.0,22.794359471510365,1017.0,0.0,WSW,2.4,Severely Polluted
15881,15882,24.0,82.0,1200.0,10.338107371055404,1016.0,0.0,SW,1.4,Severely Polluted
15882,15883,30.0,103.0,1700.0,2.0933897283830354,1020.0,0.0,SSW,0.9,Severely Polluted
15883,15884,37.0,107.0,2200.0,1.633798051796862,1020.0,0.0,SW,1.7,Severely Polluted
15884,15885,46.0,110.0,2600.0,2.2865179379252183,1021.0,0.0,SW,1.4,Severely Polluted
15885,15886,61.0,110.0,2600.0,2.2317157056952643,1022.0,0.0,NW,0.9,Severely Polluted
15886,15887,59.0,107.0,2700.0,1.614745231296947,1017.0,0.0,WNW,0.6,Severely Polluted
15887,15888,57.0,113.0,4200.0,2.035838239225125,1023.0,0.0,ENE,0.8,Severely Polluted
15888,15889,60.0,111.0,4200.0,2.2894121855852836,1021.0,0.0,NE,1.2,Severely Polluted
15889,15890,73.0,102.0,3600.0,1.826983751910249,1024.0,0.0,NNE,0.8,Severely Polluted
15890,15891,60.0,96.0,4200.0,1.8374406370652663,1022.0,0.0,SW,0.5,Severely Polluted
15891,15892,57.0,91.0,3800.0,2.085074096639287,1020.0,0.0,N,0.0,Severely Polluted
15892,15893,48.0,90.0,4700.0,1.7318219874457532,1020.0,0.0,ENE,1.2,Severely Polluted
15893,15894,65.0,96.0,5100.0,2.30661715381438,1021.0,0.0,ENE,1.0,Severely Polluted
15894,15895,52.0,87.0,4500.0,2.3470803002039657,1025.0,0.0,ENE,0.7,Severely Polluted
15895,15896,49.0,84.0,5000.0,1.843743025965777,1020.0,0.0,N,0.9,Severely Polluted
15896,15897,52.0,89.0,5800.0,2.2078290694874356,1021.0,0.0,NE,1.3,Severely Polluted
15897,15898,62.0,99.0,7300.0,2.273306371440511,1026.0,0.0,NE,1.3,Severely Polluted
15898,15899,80.0,95.0,5000.0,1.805500101091197,1020.0,0.0,ENE,2.3,Severely Polluted
15899,15900,76.0,79.0,2700.0,1.7870987813110801,1022.0,0.0,ENE,2.1,Severely Polluted
15900,15901,78.0,89.0,2600.0,2.0628296484720883,1013.7,0.0,ENE,1.6,Severely Polluted
15901,15902,80.0,95.0,2600.0,2.6651423116220947,1020.0,0.0,ENE,1.7,Severely Polluted
15902,15903,73.0,91.0,2200.0,6.361581638404851,1019.0,0.0,NNE,1.1,Severely Polluted
15903,15904,54.0,60.0,1200.0,17.273099833003027,1021.0,0.0,NE,1.3,Severely Polluted
15904,15905,55.0,61.0,1100.0,12.503844079101606,1021.0,0.0,WSW,1.2,Severely Polluted
15905,15906,52.0,79.0,1300.0,1.545474051567174,1021.0,0.0,WNW,0.9,Severely Polluted
15906,15907,65.0,94.0,2600.0,2.0350194118033658,1025.0,0.0,E,0.7,Severely Polluted
15907,15908,69.0,115.0,3800.0,2.1079527357360837,1024.0,0.0,E,0.6,Severely Polluted
15908,15909,61.0,118.0,4300.0,1.8702964459985654,1024.0,0.0,SW,0.7,Severely Polluted
15909,15910,51.0,89.0,2500.0,1.9180416108083413,1025.0,0.0,SW,1.2,Severely Polluted
15910,15911,28.0,72.0,1300.0,1.6232955458754912,1023.0,0.0,N,1.6,Severely Polluted
15911,15912,24.0,64.0,1100.0,1.979960933095898,1025.0,0.0,NNE,1.4,Severely Polluted
15912,15913,21.0,62.0,1100.0,1.9232606354253452,1023.0,0.0,E,0.6,Severely Polluted
15913,15914,15.0,43.0,700.0,13.444720911099267,1025.0,0.0,NE,1.4,Severely Polluted
15914,15915,-1.0,42.0,600.0,13.409470599384576,1020.0,0.0,ENE,2.1,Severely Polluted
15915,15916,19.0,38.0,600.0,13.75359510181519,1021.0,0.0,SE,1.3,Severely Polluted
15916,15917,23.0,38.0,600.0,-1.0,1020.0,0.0,NE,1.4,Severely Polluted
15917,15918,28.0,42.0,600.0,13.700682695946773,1018.0,0.0,NE,2.3,Severely Polluted
15918,15919,32.0,38.0,600.0,14.260612551757452,1021.0,0.0,NE,2.5,Severely Polluted
15919,15920,28.0,37.0,500.0,14.551690081011001,1025.0,0.0,NNE,3.3,Severely Polluted
15920,15921,31.0,49.0,600.0,5.737135507282346,1023.0,0.0,NE,2.8,Severely Polluted
15921,15922,37.0,46.0,600.0,11.523207782454753,1022.0,0.0,ENE,2.6,Severely Polluted
15922,15923,31.0,37.0,600.0,20.42399861375838,1020.0,0.0,NE,3.7,Severely Polluted
15923,15924,26.0,30.0,500.0,28.943516746312188,1022.0,0.0,NNE,3.1,Severely Polluted
15924,15925,18.0,21.0,400.0,37.77201980247542,1019.0,0.0,NE,3.9,Severely Polluted
15925,15926,12.0,20.0,300.0,42.41682933242808,1022.0,0.0,NE,3.7,Heavily Polluted
15926,15927,10.0,22.0,300.0,42.41851233365258,1022.0,0.0,NNE,4.4,Heavily Polluted
15927,15928,11.0,18.0,300.0,48.116306166296226,1018.0,0.0,N,2.5,Heavily Polluted
15928,15929,10.0,18.0,300.0,49.03608825789329,1021.0,0.0,N,3.1,Heavily Polluted
15929,15930,9.0,21.0,300.0,43.79095380749567,1023.0,0.0,NNW,1.1,Heavily Polluted
15930,15931,13.0,37.0,500.0,29.849757050500134,1022.0,0.0,NNW,1.6,Severely Polluted
15931,15932,12.0,65.0,600.0,6.860654997803617,1020.0,0.0,NNW,0.6,Severely Polluted
15932,15933,13.0,75.0,900.0,1.6523742095519451,1024.0,0.0,NNW,0.8,Severely Polluted
15933,15934,20.0,65.0,600.0,7.030016788365556,1023.0,0.0,NNE,1.3,Severely Polluted
15934,15935,19.0,77.0,900.0,2.408745091639325,1020.0,0.0,WSW,0.6,Severely Polluted
15935,15936,19.0,78.0,800.0,1.6558591356829497,1021.0,0.0,NNW,0.4,Severely Polluted
15936,15937,20.0,79.0,1200.0,2.438709064505654,1027.8,0.0,W,0.8,Severely Polluted
15937,15938,21.0,78.0,1600.0,2.38729167451302,1024.0,0.0,SSW,0.4,Severely Polluted
15938,15939,23.0,79.0,1900.0,1.7828308528312937,1023.0,0.0,N,0.0,Severely Polluted
15939,15940,20.0,75.0,2000.0,2.1471721951317617,1024.0,0.0,WNW,0.4,Severely Polluted
15940,15941,23.0,74.0,1800.0,1.5850550566710178,1021.0,0.0,N,0.2,Severely Polluted
15941,15942,25.0,75.0,1600.0,2.1386944685877225,1019.0,0.0,NW,0.2,Severely Polluted
15942,15943,21.0,73.0,1300.0,1.9796731159179979,1020.0,0.0,N,1.6,Severely Polluted
15943,15944,24.0,67.0,1200.0,2.0511172891240466,1023.0,0.0,NE,1.1,Severely Polluted
15944,15945,24.0,73.0,1500.0,1.5063821792674723,1024.0,0.0,NE,1.3,Severely Polluted
15945,15946,37.0,72.0,1200.0,2.210612894869913,1022.0,0.0,NNE,1.5,Severely Polluted
15946,15947,38.0,63.0,1100.0,7.849433235063854,1025.0,0.0,NE,1.7,Severely Polluted
15947,15948,35.0,46.0,800.0,24.410244254426132,1019.0,0.0,ENE,2.4,Severely Polluted
15948,15949,22.0,33.0,500.0,36.688669057315245,1019.0,0.0,NE,3.1,Severely Polluted
15949,15950,19.6,32.0,500.0,40.29673845997924,1022.0,0.0,NNE,1.4,Severely Polluted
15950,15951,12.0,28.0,400.0,42.90317561593961,1017.0,0.0,SSE,0.8,Severely Polluted
15951,15952,11.0,29.0,400.0,45.4961828520459,1017.0,0.0,NE,0.9,Severely Polluted
15952,15953,11.0,37.0,500.0,37.50868922359788,1020.0,0.0,W,1.0,Severely Polluted
15953,15954,14.0,62.0,700.0,14.637686651097457,1017.0,0.0,WSW,1.6,Severely Polluted
15954,15955,22.0,91.0,1200.0,2.2590067311526156,1017.0,0.0,W,0.5,Severely Polluted
15955,15956,25.0,106.0,1800.0,2.3645777561529133,1022.0,0.0,SSW,0.5,Severely Polluted
15956,15957,34.0,108.0,2100.0,2.1881337008203303,1017.0,0.0,SSW,0.6,Severely Polluted
15957,15958,42.0,107.0,2100.0,1.8542214903205254,1022.0,0.0,W,0.5,Severely Polluted
15958,15959,49.0,107.0,2300.0,1.6363272119296388,1017.0,0.0,WSW,0.6,Severely Polluted
15959,15960,42.0,109.0,3000.0,1.7427936975666283,1017.0,0.0,ENE,0.7,Severely Polluted
15960,15961,39.0,104.0,3400.0,1.6544232634191878,1017.0,0.0,WNW,0.7,Severely Polluted
15961,15962,55.0,104.0,3900.0,2.3495518027472055,1021.0,0.0,ENE,1.2,Severely Polluted
15962,15963,-1.0,101.0,3800.0,2.477836036308176,1017.0,0.0,NE,1.5,Severely Polluted
15963,15964,63.0,101.0,4200.0,4.321248584344527,1020.0,0.0,NE,1.9,Severely Polluted
15964,15965,62.0,96.0,4100.0,-1.0,1019.0,0.0,NE,1.6,Severely Polluted
15965,15966,59.0,89.0,3300.0,1.8866805793399872,1018.0,0.0,NE,1.3,Severely Polluted
15966,15967,51.0,83.0,3000.0,2.065530060650552,1017.0,0.0,NE,1.2,Severely Polluted
15967,15968,61.0,84.0,3300.0,1.7699235693474842,1021.0,0.0,ENE,1.4,Severely Polluted
15968,15969,64.0,80.0,2700.0,2.2939228006978833,1022.0,0.0,NE,1.5,Severely Polluted
15969,15970,61.0,81.0,2800.0,2.1284275624416384,1021.0,0.0,NE,1.4,Severely Polluted
15970,15971,74.0,88.0,3200.0,2.02649895828901,1020.0,0.0,E,1.1,Severely Polluted
15971,15972,-1.0,87.0,2900.0,2.361745200849841,1025.0,0.0,ENE,1.6,Severely Polluted
15972,15973,-1.0,90.0,2800.0,2.3787226516029314,1023.0,0.0,NE,1.5,Severely Polluted
15973,15974,64.0,80.0,-1.0,2.481116609808926,1028.0,0.0,E,1.2,Slightly Polluted
15974,15975,63.0,80.0,-1.0,-1.0,1024.0,0.0,NNE,0.8,Slightly Polluted
